user_id,date,region,tenure_days,subscription_tier,login_count,session_duration_minutes,api_calls,feature_usage_score,resource_consumption_mb,cpu_usage_percent,support_tickets_created,login_avg_7d,session_avg_7d,login_trend_7d,engagement_score,inactivity_days,usage_drop_pct,volatility_score,resource_efficiency
user_00055,2025-01-25,US,333,Enterprise,4,34.2,21,0.987,254.9,24.8,0,4.14,54.54,2.0,65.32,0,-2.82,1.038,0.0824
user_00055,2025-01-26,US,334,Enterprise,4,37.2,43,1.0,352.9,36.5,0,4.43,53.19,2.0,92.12,0,-1.7,0.997,0.1218
user_00055,2025-01-27,US,335,Enterprise,4,59.2,51,0.925,455.5,45.8,0,4.29,52.3,-1.0,119.44,0,0.93,0.997,0.112
user_00055,2025-01-28,US,336,Enterprise,4,52.7,44,1.0,394.3,33.2,0,4.29,53.36,0.0,103.8,0,-2.48,0.997,0.1116
user_00055,2025-01-29,US,337,Enterprise,7,40.6,46,0.993,316.5,47.1,0,4.71,49.07,3.0,87.32,0,2.05,1.292,0.1453
user_00055,2025-01-30,US,338,Enterprise,4,60.3,49,0.976,427.5,36.8,0,4.57,48.4,-1.0,113.46,0,5.28,1.251,0.1146
user_00055,2025-01-31,US,339,Enterprise,6,66.3,65,1.0,568.4,38.6,0,4.71,50.07,1.0,148.24,0,3.3,1.326,0.1144
user_00055,2025-02-01,US,340,Enterprise,4,55.7,65,0.983,441.5,41.0,0,4.71,53.14,0.0,120.14,0,-0.49,1.158,0.1472
user_00055,2025-02-02,US,341,Enterprise,4,40.5,27,1.0,246.6,38.2,0,4.71,53.61,0.0,66.72,0,1.12,0.938,0.1095
user_00055,2025-02-03,US,342,Enterprise,5,43.4,42,0.984,329.2,49.1,0,4.86,51.36,1.0,88.62,0,2.25,0.938,0.1276
user_00055,2025-02-04,US,343,Enterprise,5,60.5,45,1.0,409.0,53.7,0,5.0,52.47,1.0,108.9,0,2.81,0.929,0.11
user_00055,2025-02-05,US,344,Enterprise,5,71.8,52,0.985,480.5,30.1,0,4.71,56.93,-2.0,127.56,0,-3.7,0.914,0.1082
user_00055,2025-02-06,US,345,Enterprise,5,55.4,58,0.994,450.7,44.2,0,4.86,56.23,1.0,120.12,0,-5.43,0.914,0.1287
user_00055,2025-02-07,US,346,Enterprise,6,47.8,47,1.0,361.7,40.9,0,4.86,53.59,0.0,97.8,0,-0.01,0.975,0.1299
user_00055,2025-02-08,US,347,Enterprise,4,32.1,15,1.0,247.5,32.8,0,4.86,50.21,0.0,61.62,0,7.77,0.975,0.0606
user_00055,2025-02-09,US,348,Enterprise,3,41.0,53,1.0,359.4,26.9,0,4.71,50.29,-1.0,96.88,0,3.94,1.069,0.1475
user_00055,2025-02-10,US,349,Enterprise,6,55.6,47,1.0,342.3,42.3,0,4.86,52.03,1.0,95.48,0,1.39,1.099,0.1373
user_00055,2025-02-11,US,350,Enterprise,5,51.4,48,0.995,435.1,47.8,0,4.86,50.73,0.0,113.2,0,1.43,1.072,0.1103
user_00055,2025-02-12,US,351,Enterprise,4,44.9,40,1.0,319.9,38.0,0,4.71,46.89,-1.0,86.16,0,7.09,0.914,0.125
user_00055,2025-02-13,US,352,Enterprise,6,62.5,57,0.933,497.6,55.8,0,4.86,47.9,1.0,130.92,0,6.72,0.949,0.1145
user_00055,2025-02-14,US,353,Enterprise,4,55.9,62,0.922,445.3,49.9,0,4.57,49.06,-2.0,120.04,0,1.78,0.914,0.1392
user_00055,2025-02-15,US,354,Enterprise,2,44.2,32,0.89,284.9,24.9,0,4.29,50.79,-2.0,76.02,0,-3.41,1.158,0.1123
user_00055,2025-02-16,US,355,Enterprise,4,38.4,29,0.946,327.1,41.8,0,4.43,50.41,1.0,83.0,0,-0.24,1.158,0.0887
user_00055,2025-02-17,US,356,Enterprise,5,41.2,25,0.912,234.3,39.5,0,4.29,48.36,-1.0,64.1,0,2.53,1.158,0.1067
user_00055,2025-02-18,US,357,Enterprise,5,61.2,49,0.989,415.7,49.1,0,4.29,49.76,0.0,111.58,0,2.95,1.158,0.1179
user_00055,2025-02-19,US,358,Enterprise,5,60.7,44,0.884,444.7,53.7,0,4.43,52.01,1.0,115.78,0,-2.2,1.158,0.0989
user_00055,2025-02-20,US,359,Enterprise,5,50.7,45,0.993,381.1,41.1,0,4.29,50.33,-1.0,101.36,0,0.75,1.158,0.1181
user_00055,2025-02-21,US,360,Enterprise,4,52.6,44,0.956,360.1,35.9,0,4.29,49.86,0.0,96.94,0,4.1,1.089,0.1222
user_00055,2025-02-22,US,361,Enterprise,1,46.4,45,0.918,374.7,10.7,0,4.14,50.17,-1.0,98.02,0,3.45,1.424,0.1201
user_00055,2025-02-23,US,362,Enterprise,3,44.3,37,0.949,347.3,28.8,0,4.0,51.01,-1.0,90.32,0,1.93,1.424,0.1065
user_00055,2025-02-24,US,363,Enterprise,6,64.5,50,0.905,494.7,47.0,0,4.14,54.34,1.0,128.64,0,-4.89,1.424,0.1011
user_00055,2025-02-25,US,364,Enterprise,4,53.5,55,0.921,443.3,38.3,0,4.0,53.24,-1.0,117.06,0,-5.37,1.406,0.1241
user_00055,2025-02-26,US,365,Enterprise,5,56.5,56,0.941,450.6,38.8,0,4.0,52.64,0.0,119.72,0,-3.48,1.424,0.1243
user_00055,2025-02-27,US,366,Enterprise,8,48.8,61,1.0,375.3,59.4,0,4.43,52.37,3.0,105.52,0,-5.91,1.692,0.1625
user_00055,2025-02-28,US,367,Enterprise,5,53.4,47,0.988,370.0,34.1,0,4.57,52.49,1.0,100.28,0,-7.87,1.697,0.127
user_00055,2025-03-01,US,368,Enterprise,2,31.2,11,1.0,216.5,10.6,0,4.71,50.31,1.0,53.44,0,-3.19,1.697,0.0508
user_00055,2025-03-02,US,369,Enterprise,2,34.4,18,1.0,225.9,17.1,0,4.57,48.9,-1.0,58.06,0,-0.34,1.816,0.0797
user_00055,2025-03-03,US,370,Enterprise,5,58.3,49,0.947,423.8,43.2,0,4.43,48.01,-1.0,112.62,0,5.39,1.816,0.1156
user_00055,2025-03-04,US,371,Enterprise,3,66.9,58,0.944,468.4,51.0,0,4.29,49.93,-1.0,125.36,0,5.14,1.834,0.1238
user_00055,2025-03-05,US,372,Enterprise,5,58.3,66,0.948,482.1,44.3,0,4.29,50.19,0.0,129.38,0,4.69,1.834,0.1369
user_00055,2025-03-06,US,373,Enterprise,5,68.0,62,0.938,501.8,46.6,0,3.86,52.93,-3.0,134.06,0,2.93,1.834,0.1236
user_00055,2025-03-07,US,374,Enterprise,3,49.8,46,1.0,402.5,33.4,0,3.57,52.41,-2.0,105.16,0,2.81,1.859,0.1143
user_00055,2025-03-08,US,375,Enterprise,3,47.5,38,0.923,388.3,23.4,0,3.71,54.74,1.0,99.46,0,-3.32,1.672,0.0979
user_00055,2025-03-09,US,376,Enterprise,3,35.7,33,0.933,253.6,25.4,0,3.86,54.93,1.0,68.66,0,-6.31,1.672,0.1301
user_00055,2025-03-10,US,377,Enterprise,4,49.5,54,1.0,393.7,21.2,0,3.71,53.67,-1.0,106.04,0,-7.07,1.592,0.1372
user_00055,2025-03-11,US,378,Enterprise,5,65.6,76,1.0,512.0,54.4,0,4.0,53.49,2.0,139.82,0,-7.38,1.61,0.1484
user_00055,2025-03-12,US,379,Enterprise,4,37.3,33,0.965,230.0,24.4,0,3.86,50.49,-1.0,64.56,0,-2.36,1.592,0.1435
user_00055,2025-03-13,US,380,Enterprise,4,63.8,58,1.0,464.9,56.3,0,3.71,49.89,-1.0,124.34,0,0.36,1.122,0.1248
user_00055,2025-03-14,US,381,Enterprise,7,40.9,39,0.877,255.6,30.7,0,4.29,48.61,4.0,73.1,0,3.02,1.385,0.1526
user_00055,2025-03-15,US,382,Enterprise,3,46.4,45,0.99,390.6,41.8,0,4.29,48.46,0.0,101.8,0,5.95,1.301,0.1152
user_00055,2025-03-16,US,383,Enterprise,3,37.8,23,0.936,245.8,37.8,0,4.29,48.76,0.0,64.52,0,6.94,1.207,0.0936
user_00055,2025-03-17,US,384,Enterprise,5,45.5,43,0.994,341.9,35.2,0,4.43,48.19,1.0,91.88,0,7.57,1.207,0.1258
user_00055,2025-03-18,US,385,Enterprise,4,61.9,47,1.0,397.6,42.9,0,4.29,47.66,-1.0,107.2,0,11.01,1.167,0.1182
user_00055,2025-03-19,US,386,Enterprise,5,63.3,52,0.96,471.6,41.6,0,4.43,51.37,1.0,124.08,0,2.2,1.167,0.1103
user_00055,2025-03-20,US,387,Enterprise,4,65.4,63,0.915,472.7,37.9,0,4.43,51.6,0.0,127.72,0,1.27,1.141,0.1333
user_00055,2025-03-21,US,388,Enterprise,4,50.7,35,0.905,360.0,31.3,0,4.0,53.0,-3.0,93.84,0,-2.53,1.099,0.0972
user_00055,2025-03-22,US,389,Enterprise,3,26.8,38,1.0,216.8,14.1,0,4.0,50.2,0.0,61.02,0,0.6,1.099,0.1753
user_00055,2025-03-23,US,390,Enterprise,5,56.0,36,1.0,380.5,46.2,0,4.29,52.8,2.0,99.6,0,-2.26,1.069,0.0946
user_00055,2025-03-24,US,391,Enterprise,6,51.5,43,1.0,351.7,60.3,0,4.43,53.66,1.0,95.34,0,-3.56,1.158,0.1223
user_00055,2025-03-25,US,392,Enterprise,5,43.5,30,1.0,253.6,58.2,0,4.57,51.03,1.0,69.92,0,-3.4,1.158,0.1183
user_00055,2025-03-26,US,393,Enterprise,5,36.2,34,0.957,235.9,30.8,0,4.57,47.16,0.0,66.12,0,5.64,1.16,0.1441
user_00055,2025-03-27,US,394,Enterprise,5,50.0,37,0.96,282.7,31.2,0,4.71,44.96,1.0,79.14,0,9.98,1.158,0.1309
user_00055,2025-03-28,US,395,Enterprise,6,55.6,49,1.0,364.3,35.9,0,5.0,45.66,2.0,100.48,0,10.87,1.019,0.1345
user_00055,2025-03-29,US,396,Enterprise,4,43.3,36,0.948,324.2,44.0,0,5.14,48.01,1.0,85.5,0,5.86,0.938,0.111
user_00055,2025-03-30,US,397,Enterprise,3,44.6,35,0.987,340.8,24.1,0,4.86,46.39,-2.0,88.48,0,9.33,0.938,0.1027
user_00055,2025-03-31,US,398,Enterprise,5,58.0,59,1.0,468.7,46.7,0,4.71,47.31,-1.0,124.54,0,7.15,0.938,0.1259
user_00056,2025-01-01,EU,672,Enterprise,4,39.5,41,0.29,365.3,33.4,1,4.0,39.5,0.0,94.46,0,0.0,0.0,0.1122
user_00056,2025-01-02,EU,673,Enterprise,5,32.7,28,0.376,248.6,30.2,0,4.5,36.1,0.0,66.16,0,0.0,0.0,0.1126
user_00056,2025-01-03,EU,674,Enterprise,3,55.2,54,0.385,409.4,35.7,0,4.0,42.47,0.0,110.02,0,0.0,0.0,0.1319
user_00056,2025-01-04,EU,675,Enterprise,2,44.7,51,0.323,333.5,17.1,0,3.5,43.03,0.0,91.54,0,0.0,0.0,0.1529
user_00056,2025-01-05,EU,676,Enterprise,3,34.1,38,0.284,249.9,29.4,0,3.4,41.24,0.0,69.1,0,0.0,1.14,0.1521
user_00056,2025-01-06,EU,677,Enterprise,2,51.4,41,0.346,341.9,28.5,0,3.17,42.93,0.0,91.56,0,0.0,1.169,0.1199
user_00056,2025-01-07,EU,678,Enterprise,3,47.1,38,0.332,334.5,29.3,0,3.14,43.53,0.0,88.62,0,0.0,1.069,0.1136
user_00056,2025-01-08,EU,679,Enterprise,3,44.8,44,0.334,316.6,29.1,0,3.0,44.29,-1.0,86.38,0,1.18,0.991,0.139
user_00056,2025-01-09,EU,680,Enterprise,2,37.9,32,0.227,296.1,19.9,0,2.57,45.03,-3.0,77.0,0,-1.92,1.0,0.1081
user_00056,2025-01-10,EU,681,Enterprise,3,29.3,36,0.348,260.7,15.6,0,2.57,41.33,0.0,69.7,0,2.92,0.943,0.1381
user_00056,2025-01-11,EU,682,Enterprise,2,33.4,29,0.381,251.7,16.3,0,2.57,39.71,0.0,66.32,0,5.34,0.944,0.1152
user_00056,2025-01-12,EU,683,Enterprise,2,41.0,34,0.332,300.4,21.3,0,2.43,40.7,-1.0,79.08,0,3.26,0.937,0.1132
user_00056,2025-01-13,EU,684,Enterprise,2,43.9,48,0.376,358.7,33.2,0,2.43,39.63,0.0,95.52,0,3.74,0.927,0.1338
user_00056,2025-01-14,EU,685,Enterprise,3,42.8,35,0.368,340.5,14.0,0,2.43,39.01,0.0,88.06,0,4.21,0.893,0.1028
user_00056,2025-01-15,EU,686,Enterprise,3,42.3,53,0.41,377.2,20.0,0,2.43,38.66,0.0,100.7,0,2.29,0.825,0.1405
user_00056,2025-01-16,EU,687,Enterprise,5,35.9,33,0.292,232.3,38.4,0,2.86,38.37,3.0,65.04,0,4.23,0.825,0.1421
user_00056,2025-01-17,EU,688,Enterprise,2,44.9,38,0.315,348.7,11.9,0,2.71,40.6,-1.0,90.72,0,-1.0,0.842,0.109
user_00056,2025-01-18,EU,689,Enterprise,2,32.8,20,0.296,170.9,3.4,0,2.71,40.51,0.0,47.34,0,-1.59,0.842,0.117
user_00056,2025-01-19,EU,690,Enterprise,2,39.3,31,0.228,294.7,13.2,0,2.71,40.27,0.0,76.7,0,-0.48,0.852,0.1052
user_00056,2025-01-20,EU,691,Enterprise,3,48.4,48,0.322,370.3,25.5,0,2.86,40.91,1.0,99.04,0,-0.44,0.842,0.1296
user_00056,2025-01-21,EU,692,Enterprise,3,37.9,22,0.369,247.3,16.3,0,2.86,40.21,0.0,64.54,0,1.63,0.842,0.089
user_00056,2025-01-22,EU,693,Enterprise,3,49.7,41,0.254,390.7,22.8,0,2.86,41.27,0.0,101.28,0,2.83,0.842,0.1049
user_00056,2025-01-23,EU,694,Enterprise,1,56.6,46,0.346,422.3,10.7,0,2.29,44.23,-4.0,109.88,0,-2.17,0.938,0.1089
user_00056,2025-01-24,EU,695,Enterprise,2,56.0,52,0.344,406.7,44.8,0,2.29,45.81,0.0,108.74,0,-1.85,0.941,0.1279
user_00056,2025-01-25,EU,696,Enterprise,3,24.7,16,0.335,190.1,37.0,0,2.43,44.66,1.0,48.66,0,-3.61,0.938,0.0842
user_00056,2025-01-26,EU,697,Enterprise,3,22.2,14,0.311,133.2,12.7,0,2.57,42.21,1.0,36.18,0,-0.37,0.929,0.1051
user_00056,2025-01-27,EU,698,Enterprise,4,43.5,33,0.403,308.4,28.0,0,2.71,41.51,1.0,81.48,0,1.51,0.975,0.107
user_00056,2025-01-28,EU,699,Enterprise,3,46.0,42,0.375,350.4,26.0,0,2.71,42.67,0.0,92.78,0,-3.11,0.975,0.1199
user_00056,2025-01-29,EU,700,Enterprise,5,34.7,44,0.262,316.6,30.3,0,3.0,40.53,2.0,84.96,0,-1.63,1.141,0.139
user_00056,2025-01-30,EU,701,Enterprise,4,43.8,40,0.321,362.6,32.3,0,3.43,38.7,3.0,94.48,0,3.71,1.027,0.1103
user_00056,2025-01-31,EU,702,Enterprise,4,44.9,36,0.29,302.6,35.1,0,3.71,37.11,2.0,81.5,0,7.76,1.038,0.119
user_00056,2025-02-01,EU,703,Enterprise,2,41.5,42,0.312,269.9,15.9,0,3.57,39.51,-1.0,75.48,0,5.36,1.038,0.1556
user_00056,2025-02-02,EU,704,Enterprise,3,26.0,29,0.27,234.9,13.6,0,3.57,40.06,0.0,61.78,0,-0.36,0.997,0.1235
user_00056,2025-02-03,EU,705,Enterprise,4,45.6,28,0.38,339.0,32.1,0,3.57,40.36,0.0,86.52,0,-2.37,1.027,0.0826
user_00056,2025-02-04,EU,706,Enterprise,4,27.0,18,0.43,190.6,28.8,0,3.71,37.64,1.0,50.12,0,3.96,1.051,0.0944
user_00056,2025-02-05,EU,707,Enterprise,5,56.4,59,0.374,458.8,41.4,0,3.71,40.74,0.0,122.24,0,-0.83,1.151,0.1286
user_00056,2025-02-06,EU,708,Enterprise,5,44.2,47,0.357,354.3,41.0,0,3.86,40.8,1.0,95.3,0,-2.29,1.008,0.1327
user_00056,2025-02-07,EU,709,Enterprise,5,38.4,40,0.286,294.2,31.2,0,4.0,39.87,1.0,80.02,0,-4.71,0.949,0.136
user_00056,2025-02-08,EU,710,Enterprise,2,46.7,47,0.334,357.7,27.0,0,4.0,40.61,0.0,95.58,0,-3.93,1.051,0.1314
user_00056,2025-02-09,EU,711,Enterprise,3,21.4,26,0.401,183.9,2.8,0,4.0,39.96,0.0,49.76,0,-0.61,1.051,0.1414
user_00056,2025-02-10,EU,712,Enterprise,1,49.1,49,0.402,370.6,23.2,0,3.57,40.46,-3.0,98.94,0,-1.24,1.284,0.1322
user_00056,2025-02-11,EU,713,Enterprise,4,55.6,56,0.322,451.2,47.1,0,3.57,44.54,0.0,119.36,0,-10.56,1.277,0.1241
user_00056,2025-02-12,EU,714,Enterprise,2,47.4,46,0.397,377.4,36.6,0,3.14,43.26,-3.0,99.36,0,-5.47,1.284,0.1219
user_00056,2025-02-13,EU,715,Enterprise,4,51.7,60,0.303,461.6,42.0,0,3.0,44.33,-1.0,121.86,0,-7.43,1.284,0.13
user_00056,2025-02-14,EU,716,Enterprise,4,46.5,46,0.314,375.2,30.7,0,2.86,45.49,-1.0,99.34,0,-8.98,1.284,0.1226
user_00056,2025-02-15,EU,717,Enterprise,2,31.4,36,0.359,211.3,26.3,0,2.86,43.3,0.0,59.94,0,-4.6,1.284,0.1704
user_00056,2025-02-16,EU,718,Enterprise,1,37.1,28,0.388,259.2,12.3,0,2.57,45.54,-2.0,67.96,0,-7.0,1.437,0.108
user_00056,2025-02-17,EU,719,Enterprise,5,45.4,39,0.322,336.0,46.6,0,3.14,45.01,4.0,89.48,0,-5.23,1.499,0.1161
user_00056,2025-02-18,EU,720,Enterprise,3,56.1,57,0.421,434.9,43.3,0,3.0,45.09,-1.0,116.2,0,0.54,1.49,0.1311
user_00056,2025-02-19,EU,721,Enterprise,4,38.9,52,0.328,345.1,37.1,0,3.29,43.87,2.0,93.6,0,-0.78,1.424,0.1507
user_00056,2025-02-20,EU,722,Enterprise,4,42.4,40,0.413,296.4,22.6,0,3.29,42.54,0.0,80.96,0,4.51,1.351,0.135
user_00056,2025-02-21,EU,723,Enterprise,4,48.1,52,0.35,363.4,26.9,0,3.29,42.77,0.0,99.1,0,5.96,1.269,0.1431
user_00056,2025-02-22,EU,724,Enterprise,3,32.0,30,0.282,319.4,18.0,0,3.43,42.86,1.0,80.18,0,1.65,1.231,0.0939
user_00056,2025-02-23,EU,725,Enterprise,2,23.4,28,0.266,242.6,19.3,0,3.57,40.9,1.0,62.2,0,3.5,1.269,0.1154
user_00056,2025-02-24,EU,726,Enterprise,2,42.2,52,0.344,356.9,25.7,0,3.14,40.44,-3.0,96.02,0,2.26,1.167,0.1457
user_00056,2025-02-25,EU,727,Enterprise,5,39.3,33,0.327,286.2,41.3,0,3.43,38.04,2.0,76.5,0,5.28,1.251,0.1153
user_00056,2025-02-26,EU,728,Enterprise,3,36.4,23,0.311,235.3,22.5,0,3.29,37.69,-1.0,62.14,0,7.57,1.204,0.0977
user_00056,2025-02-27,EU,729,Enterprise,2,28.9,22,0.289,208.6,14.2,0,3.0,35.76,-2.0,54.7,0,6.73,1.231,0.1055
user_00056,2025-02-28,EU,730,Enterprise,2,50.8,54,0.397,380.5,35.6,0,2.71,36.14,-2.0,103.06,0,6.34,1.24,0.1419
user_00056,2025-03-01,EU,731,Enterprise,2,27.7,26,0.343,209.5,15.5,0,2.57,35.53,-1.0,55.84,0,10.28,1.24,0.1241
user_00056,2025-03-02,EU,732,Enterprise,2,27.3,24,0.256,172.9,37.8,0,2.57,36.09,0.0,47.84,0,11.24,1.141,0.1388
user_00056,2025-03-03,EU,733,Enterprise,4,49.3,48,0.416,383.9,45.6,0,2.86,37.1,2.0,102.24,0,11.14,1.038,0.125
user_00056,2025-03-04,EU,734,Enterprise,3,44.3,37,0.329,331.5,11.7,0,2.57,37.81,-2.0,87.16,0,6.86,1.038,0.1116
user_00056,2025-03-05,EU,735,Enterprise,2,32.9,39,0.386,248.1,21.3,0,2.43,37.31,-1.0,68.5,0,3.51,1.027,0.1572
user_00056,2025-03-06,EU,736,Enterprise,3,37.6,45,0.267,290.9,27.3,0,2.57,38.56,1.0,80.1,0,-1.29,0.975,0.1547
user_00056,2025-03-07,EU,737,Enterprise,2,45.1,45,0.325,343.5,24.6,0,2.57,37.74,0.0,91.82,0,0.12,0.929,0.131
user_00056,2025-03-08,EU,738,Enterprise,4,17.6,14,0.294,117.6,40.0,0,2.86,36.3,2.0,32.44,0,0.04,0.994,0.119
user_00056,2025-03-09,EU,739,Enterprise,3,22.9,29,0.303,203.5,9.3,0,3.0,35.67,1.0,54.88,0,-2.08,0.975,0.1425
user_00056,2025-03-10,EU,740,Enterprise,3,30.1,30,0.348,215.6,19.9,0,2.86,32.93,-1.0,59.04,0,2.91,0.949,0.1391
user_00056,2025-03-11,EU,741,Enterprise,4,41.5,37,0.308,269.9,31.2,0,3.0,32.53,1.0,74.58,0,5.3,0.802,0.1371
user_00056,2025-03-12,EU,742,Enterprise,2,33.7,30,0.246,224.1,32.4,0,3.0,32.64,0.0,61.16,0,6.71,0.825,0.1339
user_00056,2025-03-13,EU,743,Enterprise,3,35.7,34,0.349,224.7,31.7,0,3.0,32.37,0.0,63.18,0,10.96,0.802,0.1513
user_00056,2025-03-14,EU,744,Enterprise,5,27.9,35,0.362,209.9,28.0,0,3.43,29.91,3.0,59.56,0,13.71,0.961,0.1667
user_00056,2025-03-15,EU,745,Enterprise,2,34.4,28,0.35,292.8,23.8,0,3.14,32.31,-2.0,74.44,0,6.61,0.961,0.0956
user_00056,2025-03-16,EU,746,Enterprise,0,31.9,32,0.315,273.1,5.2,0,2.71,33.6,-3.0,70.6,1,5.57,1.231,0.1172
user_00056,2025-03-17,EU,747,Enterprise,4,49.4,56,0.24,416.5,29.8,0,2.86,36.36,1.0,111.18,0,-4.12,1.231,0.1345
user_00056,2025-03-18,EU,748,Enterprise,5,34.2,21,0.228,248.7,29.2,0,3.0,35.31,1.0,64.38,0,-4.47,1.359,0.0844
user_00056,2025-03-19,EU,749,Enterprise,3,44.7,37,0.333,354.7,22.1,0,3.14,36.89,1.0,91.88,0,-8.21,1.328,0.1043
user_00056,2025-03-20,EU,750,Enterprise,3,33.3,21,0.301,262.7,29.1,0,3.14,36.54,0.0,66.4,0,-10.39,1.328,0.0799
user_00056,2025-03-21,EU,751,Enterprise,3,33.4,24,0.218,272.2,22.4,0,2.86,37.33,-2.0,69.22,0,-15.03,1.292,0.0882
user_00056,2025-03-22,EU,752,Enterprise,2,34.3,28,0.257,263.6,24.5,0,2.86,37.31,0.0,68.58,0,-9.65,1.301,0.1062
user_00056,2025-03-23,EU,753,Enterprise,3,31.1,21,0.234,253.2,6.8,0,3.29,37.2,3.0,64.06,0,-7.33,1.301,0.0829
user_00056,2025-03-24,EU,754,Enterprise,2,37.5,36,0.265,311.9,25.9,0,3.0,35.5,-2.0,81.28,0,0.87,1.328,0.1154
user_00056,2025-03-25,EU,755,Enterprise,3,54.6,42,0.371,340.0,24.5,0,2.71,38.41,-2.0,92.42,0,-2.83,1.292,0.1235
user_00056,2025-03-26,EU,756,Enterprise,3,48.0,40,0.29,342.1,45.6,0,2.71,38.89,0.0,90.92,0,0.22,1.269,0.1169
user_00056,2025-03-27,EU,757,Enterprise,2,42.0,27,0.383,292.8,25.9,0,2.57,40.13,-1.0,75.66,0,-0.34,1.292,0.0922
user_00056,2025-03-28,EU,758,Enterprise,3,37.9,39,0.249,264.5,32.9,0,2.57,40.77,0.0,73.08,0,0.19,1.139,0.1474
user_00056,2025-03-29,EU,759,Enterprise,2,38.2,32,0.263,235.7,16.9,0,2.57,41.33,0.0,64.98,0,-0.01,1.139,0.1358
user_00056,2025-03-30,EU,760,Enterprise,2,22.9,15,0.364,137.8,11.3,0,2.43,40.16,-1.0,37.24,0,1.91,0.864,0.1089
user_00056,2025-03-31,EU,761,Enterprise,3,44.3,47,0.409,296.3,30.1,0,2.57,41.13,1.0,83.12,0,-1.14,0.802,0.1586
user_00057,2025-01-01,APAC,432,Enterprise,4,41.3,43,0.677,344.5,26.6,0,4.0,41.3,0.0,91.26,0,0.0,0.0,0.1248
user_00057,2025-01-02,APAC,433,Enterprise,4,60.3,55,0.716,453.5,42.9,0,4.0,50.8,0.0,120.46,0,0.0,0.0,0.1213
user_00057,2025-01-03,APAC,434,Enterprise,3,65.1,59,0.674,510.7,17.4,0,3.67,55.57,0.0,133.76,0,0.0,0.0,0.1155
user_00057,2025-01-04,APAC,435,Enterprise,5,40.7,21,0.658,268.2,46.1,0,4.0,51.85,0.0,69.58,0,0.0,0.0,0.0783
user_00057,2025-01-05,APAC,436,Enterprise,4,45.3,37,0.708,314.2,31.2,0,4.0,50.54,0.0,84.2,0,0.0,0.707,0.1178
user_00057,2025-01-06,APAC,437,Enterprise,5,44.0,52,0.681,344.7,38.4,0,4.17,49.45,0.0,94.84,0,0.0,0.753,0.1509
user_00057,2025-01-07,APAC,438,Enterprise,3,43.7,29,0.597,340.9,17.8,0,4.0,48.63,0.0,86.52,0,0.0,0.816,0.0851
user_00057,2025-01-08,APAC,439,Enterprise,5,57.0,51,0.694,489.1,45.4,0,4.14,50.87,1.0,126.02,0,-1.36,0.835,0.1043
user_00057,2025-01-09,APAC,440,Enterprise,5,68.2,66,0.704,491.4,36.4,0,4.29,52.0,1.0,133.22,0,0.39,0.833,0.1343
user_00057,2025-01-10,APAC,441,Enterprise,5,69.9,63,0.711,539.3,45.1,0,4.57,52.69,2.0,142.24,0,2.75,0.823,0.1168
user_00057,2025-01-11,APAC,442,Enterprise,3,40.5,46,0.743,328.3,43.7,0,4.29,52.66,-2.0,88.46,0,-1.42,0.874,0.1401
user_00057,2025-01-12,APAC,443,Enterprise,3,32.4,27,0.758,229.7,21.0,0,4.14,50.81,-1.0,61.42,0,-1.96,0.9,0.1175
user_00057,2025-01-13,APAC,444,Enterprise,6,74.0,68,0.707,585.8,53.1,0,4.29,55.1,1.0,154.16,0,-6.12,1.013,0.1161
user_00057,2025-01-14,APAC,445,Enterprise,5,61.8,43,0.655,412.4,50.6,0,4.57,57.69,2.0,109.24,0,-8.97,0.994,0.1043
user_00057,2025-01-15,APAC,446,Enterprise,4,65.4,66,0.706,538.1,49.5,0,4.43,58.89,-1.0,141.7,0,-7.44,0.994,0.1227
user_00057,2025-01-16,APAC,447,Enterprise,4,49.4,43,0.722,410.0,24.1,0,4.29,56.2,-1.0,105.98,0,-4.9,0.994,0.1049
user_00057,2025-01-17,APAC,448,Enterprise,6,32.1,52,0.737,221.7,33.5,0,4.43,50.8,1.0,68.16,0,0.51,1.019,0.2346
user_00057,2025-01-18,APAC,449,Enterprise,2,41.9,41,0.654,316.8,29.7,0,4.29,51.0,-1.0,84.64,0,2.04,1.204,0.1294
user_00057,2025-01-19,APAC,450,Enterprise,2,34.5,26,0.599,254.0,27.3,0,4.14,51.3,-1.0,66.1,0,0.19,1.351,0.1024
user_00057,2025-01-20,APAC,451,Enterprise,4,51.7,55,0.636,389.6,29.4,0,3.86,48.11,-2.0,105.96,0,7.48,1.328,0.1412
user_00057,2025-01-21,APAC,452,Enterprise,6,61.6,68,0.661,460.1,48.2,0,4.0,48.09,1.0,126.54,0,7.64,1.383,0.1478
user_00057,2025-01-22,APAC,453,Enterprise,5,59.0,49,0.696,433.7,54.0,0,4.14,47.17,1.0,114.74,0,10.54,1.383,0.113
user_00057,2025-01-23,APAC,454,Enterprise,5,58.4,56,0.739,409.3,35.6,0,4.29,48.46,1.0,111.84,0,8.45,1.383,0.1368
user_00057,2025-01-24,APAC,455,Enterprise,5,46.8,45,0.643,407.4,46.1,0,4.14,50.56,-1.0,105.84,0,0.93,1.383,0.1105
user_00057,2025-01-25,APAC,456,Enterprise,2,57.0,42,0.735,422.4,29.2,0,4.14,52.71,0.0,109.08,0,-1.01,1.477,0.0994
